history_size,detect_us_mean,detect_us_median,detect_us_ci_low,detect_us_ci_high,iterations
1,4.087469933438115,2.6659981813281775,2.583001332823187,8.538701331417526,300
5,23.165916378881473,17.95799471437931,17.708473569655325,56.09962627204361,300
10,55.297473421281516,50.95799861010164,49.12500298814848,94.7303522480069,300
25,234.63046335867452,219.41599698038772,216.47794856107794,322.8062518246588,300
50,793.4697865615211,777.2294993628748,768.1029468585621,895.4560773418052,300
100,2999.3577532392615,2980.8755025442224,2897.3309008506476,3258.801201809546,300
